utterance_type,utterance_text,파일번호,emotion
0,"그래, 우리 딸의 입학도 축하할 겸 퇴근해서 함께 와인이라도 한 잔 마시자. 그럼 이따 만나.",40,pleasure
0,"여보, 이제 출근했지? 난 기분이 너무 좋고 왠지 모르게 자꾸만 입가에 웃음이 나.",41,pleasure
1,"당신도 별일 없지? 우리 아들의 모습을 떠올리면, 내 마음도 마찬가지야.",41,pleasure
0,"오늘은 우리 아들의 박사 학위 수여식이 있는 날이잖아. 지금껏 오랜 시간 공부에 매진한 열매를 맺는 날이기도 하고. 너무 감동적이고, 마음 저 밑에서 뜨거운 것이 올라오는 것 같아.",41,pleasure
1,나도 회사 조퇴하고 시간 맞춰서 갈게. 나도 아침부터 마음이 설레고 기분이 좋아.,41,pleasure
0,"덤덤한 표정의 우리 아들 모습을 보니, 얼마나 대견한지 몰라. 부모님이 뒷바라지해 준 덕분에 논문을 무사히 마칠 수 있었다는 말을 들으니, 정말 고맙고 든든해.",41,pleasure
1,"나도 정말 행복하고, 우리 아들이 자랑스러워. 우리에게 힘든 내색 한 번 하지 않고 해낸 걸 보면, 정말 대단하다는 생각도 들고.",41,pleasure
0,"우리는 사정이 여의치 않아서 둘 다 석사과정도 밟지 못 했잖아. 우리 아들이 저렇게 대단한 성과를 낸 모습을 보니, 정말 기쁘고 자랑스러워.",41,pleasure
1,"우리는 그저 곁에서 응원해 줬을 뿐이지. 즐거운 마음으로 연구에 매진해서 큰 열매를 맺은 것 같아서, 나도 정말 흐뭇하고 기뻐.",41,pleasure
0,"지나온 시간을 되돌이켜 보니, 당신의 역할이 정말 컸던 것 같아. 당신이 든든한 가장으로서 우리 가족을 잘 지켜준 것 같아서 정말 고마워.",41,pleasure
1,"당신은 직장 생활로도 힘들 텐데, 우리 가족을 위해 애쓰고 가정에 늘 충실하잖아. 우리 가족이 별 탈 없이 모두 잘 지내는 건, 당신 덕분이라고 생각해. 오늘 같은 날에는 당신에게 더 고마운 마음이 들어.",41,pleasure
0,당신이 그렇게 말해 주니 정말 기분 좋은걸. 당신과 이런저런 이야기를 나누다 보니 마음속의 행복이 더 커지는 것 같아.,41,pleasure
1,내 마음도 마찬가지야. 게다가 오늘은 우리에게 정말 특별한 날이잖아.,41,pleasure
0,"당신의 격려가 나에게 얼마나 큰 힘이 되는지, 당신은 아마 잘 모를 거야. 늘 고맙게 생각해.",41,pleasure
1,"나도 당신에게 늘 고마워. 시간 맞춰서 출발할 테니, 이따 학교에서 만나.",41,pleasure
0,당신도 조심해서 운전해 와. 그럼 이따 봐.,41,pleasure
0,"여보, 출근 잘했지? 난 이제 많이 좋아졌으니 걱정 마.",42,pleasure
1,그렇지 않아도 당신 생각하고 있었어. 몸은 좀 괜찮아?,42,pleasure
0,"응, 한결 좋아진 것 같아서 기뻐. 수술 후에 마취가 풀리면서 통증이 부쩍 심했지만, 이제는 많이 나아져서 몸도 마음도 편안해.",42,pleasure
1,"곁에서 지켜봐 주는 처제에게 정말 고마워. 이제 회사의 급한 업무는 거의 마쳤으니, 나도 금방 조퇴해서 당신에게 갈게. 힘든 수술 잘 견뎌준 당신에게 너무 고마운 마음이 들어.",42,pleasure
0,"나도 무사히 수술 끝나서 정말 기뻐. 이제는 아무 걱정 없이 잘 회복하기만 하면 되니, 마음이 편안하고 행복해.",42,pleasure
1,"나도 수술 결과 보고 얼마나 기뻤는지 몰라. 당신 모습을 보면서, 마음속 저 밑에서 뜨거운 감정이 올라오기도 했어.",42,pleasure
0,"막상 아파 보니, 삶의 소중함을 절감하게 되는 것 같아. 이제 나에게 남은 시간은 보너스라고 생각하며 하루하루 기쁜 마음으로 살 거야.",42,pleasure
1,"나도 당신 덕분에 인생의 의미를 다시 생각해 보게 되었어. 회복해서 환하게 웃는 당신 모습을 떠올리면, 내 마음엔 행복뿐인 것 같아.",42,pleasure
0,"수술 전에는 걱정되고 불안했는데, 이렇게 수술이 성공적으로 끝나니 하늘을 날 것처럼 기뻐. 모든 게 감사하게 느껴지고, 행복이 무엇인지 실감하게 되는 것 같아.",42,pleasure
1,"지금껏 당신 모습 지켜보면서 얼마나 자랑스럽고 대견했는지 몰라. 힘든 수술 잘 견뎌준 당신을 보니, 그저 기쁘고 감사한 마음뿐이야. 이제 앞으로 우리에게는 좋은 일만 있을 거야.",42,pleasure
0,당신의 격려가 내게 얼마나 큰 힘이 되는지 몰라. 지금껏 함께 살면서 당신에게 이렇게 고마운 적이 없었던 것 같아.,42,pleasure
1,"나도 이번 일 겪으면서 당신이 얼마나 존재인지 더 절감한 것 같아. 여보, 정말 고맙고 사랑해.",42,pleasure
0,"나도 진심으로 당신 사랑해. 곁에서 큰 힘을 주고 버팀목이 돼 줘서 정말 고맙고,.",42,pleasure
1,곁에서 도와준 처제에게도 정말 감사해. 나도 잠시 후면 병원으로 출발할 수 있을 거야.,42,pleasure
0,"그래, 기다리고 있을게. 항상 운전 조심하고. 그럼 이따 봐.",42,pleasure
0,"여보, 이제 곧 퇴근이지? 난 오늘 기쁜 마음으로 하루를 보냈어.",43,pleasure
1,그렇지 않아도 당신 소식 궁금했어. 당신 기분이 무척 좋은 것 같네.,43,pleasure
0,"오늘 참가한 아마추어 수영 대회에서 비록 메달은 따지 못했지만, 온종일 정말 즐거웠어. 나름으로 열심히 노력했다는 사실만으로도 정말 기뻐.",43,pleasure
1,"당신이 지난 몇 달 동안 즐거운 마음으로 열심히 대회 준비한 거, 나도 잘 알아. 당신이 기쁘다니, 나도 정말 흐뭇한 마음이 들어.",43,pleasure
0,"취미 삼아 수영했는데, 아마추어 대회 참가를 준비하면서 실력도 많이 는 것 같아서 기뻐. 내가 무언가 해낸 것 같은 성취감도 생기고.",43,pleasure
1,"당신이 힘껏 물살을 가르며 헤엄치는 모습이 눈에 선해. 결과에 연연해하지 않고 기뻐하는 당신 모습을 보니, 나도 기분 좋아.",43,pleasure
0,함께 대회를 준비하면서 수영장 회원들과 아주 친해진 것도 정말 기분이 좋아. 앞으로는 더 즐거운 마음으로 수영장 다닐 수 있을 것 같아.,43,pleasure
1,"여러 사람과 함께 하면, 힘들 때도 서로 격려해 줄 수 있지. 당신 성격도 더 밝고 적극적으로 된 것 같아서 나도 기뻐.",43,pleasure
0,"막상 아마추어 대회를 준비해 보니, 주변에 잘하는 사람들이 얼마나 많은지 알게 됐어. 그런 사람들을 보니, 나도 더 열심히 하고 싶은 의욕도 샘솟아.",43,pleasure
1,"좋아하는 건 뭐든지 열심히 하고 열정을 다하는 당신 모습 보면, 정말 감탄이 나와. 난 꿈도 못 꿀 일을 해내는 모습 보면, 당신이 정말 대단하다는 생각도 들고. 앞으로도 내가 당신 곁에서 늘 응원해 줄게.",43,pleasure
0,"당신의 격려가 내게 얼마나 큰 힘이 되는지, 당신은 아마 모를 거야. 정말 고마워, 여보.",43,pleasure
1,나도 활력이 넘치는 당신을 보면서 힘을 얻기도 해. 당신처럼 몸도 마음도 건강한 배우자가 곁에 있어서 참 좋아.,43,pleasure
0,나도 매사에 침착하고 진중한 당신 모습 보면서 많은 걸 배우는 것 같아. 나와 다른 당신의 장점이 부럽기도 하고.,43,pleasure
1,부부는 서로 다른 점을 부러워하고 배워가는 존재인 것 같아. 그런 점에서 난 최고의 배우자를 만난 것 같아서 기뻐.,43,pleasure
0,"그건 나도 마찬가지야. 오늘은 기분 좋게 맥주도 한 잔 같이 마시자. 그럼 이따 봐, 여보.",43,pleasure
0,"여보, 별일 없지? 난 오늘 왠지 기분이 좋아.",44,pleasure
1,당신 연락받으니 반갑네. 무슨 일로 기분이 좋은지 얼른 내게 말해 줘.,44,pleasure
0,"오늘 오후에 길거리를 지나는데, 흥겨운 버스킹 연주를 듣고 정말 신이 났어. 열정적으로 연주하는 악사들이 음악을 진심으로 무척 좋아하는 게 내 마음에도 전해졌어.",44,pleasure
1,"당신이 환한 얼굴로 음악을 들을 모습이 눈에 선해. 당신이 즐거웠다고 하니, 나도 덩달아 기분이 좋은걸.",44,pleasure
0,"경쾌한 기타와 아코디언의 합주를 듣는 내내, 마음속에 흥이 샘솟았어. 신나는 음악을 들으니, 입가에 미소가 저절로 떠올랐고.",44,pleasure
1,"나도 당신 마음 이해할 것 같아. 음악을 듣는 순간, 평범한 우리의 일상도 갑자기 좀 특별하게 다가오는 것 같아.",44,pleasure
0,"우리 유럽으로 신혼여행 갔을 때, 정말 많은 거리의 악사들을 만났잖아. 우리나라에서는 자주 만나지 못했는데, 오늘 특별한 경험을 한 것 같아서 기분이 좋아.",44,pleasure
1,"나도 가끔 그때 기억이 떠올라서, 괜히 혼자 미소 짓게 돼. 언젠가 다시 당신과 여행 가고 싶다는 생각도 많이 들고.",44,pleasure
0,곡을 연주하는 사람들을 보면 늘 대단하다는 생각이 들고 감탄하게 돼. 세상에 음악처럼 아름다운 건 없다는 생각이 들기도 하고.,44,pleasure
1,"당신은 울적한 일이 있어도 신나는 음악을 들으면 금방 얼굴이 환해지지. 음악을 진심으로 사랑하고 음악인들을 존중하는 것 같아. 빠듯한 신혼살림이라서 늘 알뜰하게 생활하면서도 귀한 음반을 수집하는 당신 모습 보면, 정말 멋져.",44,pleasure
0,"당신이 그렇게 칭찬해 주니 좀 쑥스럽기도 하지만 기분은 정말 좋아. 격려해 줘서 정말 고마워, 여보.",44,pleasure
1,나도 당신과 함께 살다 보니 그런 점은 배우는 것 같아. 자기가 좋아하는 거라면 늘 열정을 가지는 것.,44,pleasure
0,그러면 우리의 평범한 일상도 특별해 보이는 것 같아. 나이가 들수록 그런 기쁨이 더 소중하게 느껴져.,44,pleasure
1,"그건 나도 마찬가지야. 우리는 이런 점도 잘 통하는 걸 보면, 정말 결혼하기를 잘한 것 같아.",44,pleasure
0,"나도 든든한 당신 모습 보면, 그런 마음이 들어. 얼른 당신 얼굴 보고 싶네. 그럼 이따 집에서 만나.",44,pleasure
0,"여보, 오늘 잘 지냈어? 난 오늘 기분이 무척 좋아.",45,pleasure
1,당신도 별일 없지? 그런데 무슨 일로 그렇게 기쁜 거야?,45,pleasure
0,"부모님의 결혼 30주년을 맞아 리마인드 웨딩을 선물해 드리고 싶었는데, 드디어 좋은 곳으로 결정했어. 마음에 드는 곳을 찾기가 힘들었는데, 이번에 제대로 찾은 것 같아서 정말 기뻐.",45,pleasure
1,"그렇지 않아도 당신은 오래전부터 고민하며 준비했잖아. 드디어 좋은 곳을 알게 되었다고 하니, 나도 정말 기뻐.",45,pleasure
0,"결혼 30주년은 정말 특별한 날이잖아. 멋진 사진도 찍고 소중한 추억도 선물하고 싶었는데, 잘 될 것 같아서 정말 기대가 커.",45,pleasure
1,"당신이 흡족해하는 모습이 눈에 선해. 장인 장모님께도 특별한 선물이 될 것 같아서, 나도 흐뭇한 마음이 들고 입가에 미소가 떠올라.",45,pleasure
0,"절친한 친구에게 소개받은 곳이라 더 믿음이 가. 부모님과 함께 직접 방문해서 미팅도 했는데, 부모님도 무척 마음에 들어 하시고.",45,pleasure
1,두 분 모습을 보기만 해도 당신이 기분 좋을 것 같아. 함께 멋진 사진도 촬영하고 두 분을 축하해 줄 날이 나도 정말 기대되는걸.,45,pleasure
0,"부모님께 특별한 선물을 해 드리고 싶었는데, 무척 설레는 마음이 들어. 멋진 리마인드 웨딩이 될 것 같아서, 벌써 가슴이 벅차오르는 것 같아.",45,pleasure
1,"당신은 항상 부모님을 사랑하고 작은 것까지 세심하게 챙겨드리지. 장인 장모님은 물론이고, 우리 부모님께도 항상 진심인 당신을 보면 정말 고마워. 당신은 정말 마음이 고운 딸이자 며느리인 것 같아.",45,pleasure
0,당신에게 그런 칭찬 들으니 너무 쑥스러운걸. 내가 특별히 잘해 드린 것도 별로 없는 것 같은데.,45,pleasure
1,"말로 표현은 잘 못 하지만, 늘 당신에게 감사해. 우리 부모님께도 늘 세심하게 신경 써 줘서 고맙고.",45,pleasure
0,당신도 우리 부모님께 정말 멋진 사위라고 생각해. 두 분 모두 당신을 정말 편안하고 든든하게 생각하셔.,45,pleasure
1,"당신이 이렇게 마음을 따뜻하게 써 주니, 우리 가족 모두가 평안한 것 같아. 정말 고맙고, 사랑해, 여보.",45,pleasure
0,"나도 사랑해, 여보. 그럼 이따 집에서 만나.",45,pleasure
0,"여보, 별일 없지? 난 오늘 다큐멘터리를 시청하면서 무척 기분이 좋았어.",46,pleasure
1,당신이 기분이 좋은 것 같네. 무척 내용이었는지 궁금하니 얼른 이야기해 줘.,46,pleasure
0,"어린 시절 교육을 못 받고 뒤늦게 한글을 깨우치는 할머니들의 모습을 보니, 정말 기쁘고 감동적이었어. 이제는 한글로 시를 쓰기도 하는 모습을 보니, 내 일처럼 흐뭇했어.",46,pleasure
1,"와, 나는 당신 이야기만 들어도 정말 감동인걸. 텔레비전으로 직접 봤으면 더 가슴이 뭉클했을 것 같아.",46,pleasure
0,"젊은 시절 고생이 많았지만 늦은 나이에 배움에 정진하는 모습을 보니, 입가에 미소가 저절로 떠올라. 할머니들 모습이 정말 사랑스러울 정도였어.",46,pleasure
1,"나도 당신 심정 이해할 수 있을 것 같아. 환한 웃음을 짓고 있을 당신 모습이 눈에 선해서, 나도 무척 기분이 좋아.",46,pleasure
0,할머니들이 열심히 글씨를 연습하고 서로 도우며 배우는 모습을 보니 정말 기뻤어. 배움에는 나이가 없다는 말을 실감하는 순간이어서 정말 만족스러웠어.,46,pleasure
1,"뒤늦게 한글을 배우면서, 얼마나 가슴 벅찬 기쁨을 느끼셨을까? 그분들의 삶을 떠올리니, 나도 왠지 가슴이 뭉클하고 마음이 찡해.",46,pleasure
0,나도 할머니가 되어서도 늘 새로운 것에 관심을 갖고 열심히 배우겠다는 다짐도 했어. 배움의 순수한 즐거움을 만끽하는 할머니들의 모습이 잊히지 않아.,46,pleasure
1,"당신은 항상 마음이 따뜻하고 다른 사람들의 심정에도 잘 공감하는 것 같아. 그런 당신 모습을 보면, 내 마음도 덩달아 훈훈해지는 것 같아. 그런 당신이 내 곁에 있어서 정말 감사하다는 생각이 들어.",46,pleasure
0,당신이 그렇게 말해 주니 좀 쑥스러운걸. 한편으로는 정말 기분 좋기도 하고.,46,pleasure
1,"사람의 감정은 가까이 있는 사람들에게 쉽게 전염되는 것 같아. 작은 일에도 늘 감동하는 당신을 보면, 내가 행운이라는 생각이 들어.",46,pleasure
0,"당신의 칭찬과 격려를 들으니, 하늘을 날 것처럼 기뻐. 정말 고마워, 여보.",46,pleasure
1,내가 당신 늘 사랑하는 거 알지? 늘 고맙기도 하고. 그럼 이따 집에서 봐.,46,pleasure
0,"여보, 피곤할 테니 너무 늦게까지 일하지 말고. 알았지? 그럼 이따 만나.",46,pleasure
0,"여보, 집에 별일 없지? 난 오늘 무척 기분이 좋아.",47,pleasure
1,"난 이번에 함께 내려가지 못해서 아쉬웠는데, 어머님 아버님 편안하시지? 그런데 당신은 무슨 일로 그렇게 기분이 좋아?",47,pleasure
0,"오랫동안 방치된 시골집의 마구간을 깨끗하게 치웠더니, 정말 기쁘고 속이 시원해. 늘 지저분하고 어수선해 보여서 마음이 쓰였는데, 하루 종일 땀 흘리며 치웠더니 정말 깨끗해졌어.",47,pleasure
1,"당신이 정말 수고가 많았을 것 같아. 당신이 하루 종일 애쓴 보람이 있는 것 같아서, 나도 기분이 좋아.",47,pleasure
0,"부모님도 이제 연로하셔서 집안을 치우는 게 버거운가 봐. 자주 못 내려와서 죄송했는데, 깨끗하게 치워드리니 왠지 마음이 가벼워.",47,pleasure
1,"나도 당신 이야기 들으니 마음이 정말 가벼워. 여보, 당신 혼자 정말 수고 많았어. 예전부터 늘 치워 드리고 싶었는데, 애써준 당신에게 고마워.",47,pleasure
0,"이제는 농사도 거의 짓지 않으셔서 마구간에 온갖 쓸모없는 짐만 가득 쌓여 있었거든. 앞으로 더 자주 찾아뵙고, 집안도 좀 정리해 드려야겠어.",47,pleasure
1,"그래, 부모님도 무척 기뻐하셨을 거야. 이제 시골집이 훤해 보일 테니, 두 분이 좋아하시는 것도 당연해.",47,pleasure
0,"부모님이 몰라볼 정도로 깨끗해진 마구간을 보고 좋아하시는 모습 보니 나도 기뻐. 왜 진작 해 드리지 않았는지, 아쉬움이 들 정도야.",47,pleasure
1,"당신을 보고 있으면 진짜 효자라는 생각이 들어. 혼자 힘들었을 텐데, 땀 흘리며 부모님 도와 드린 당신 정말 멋있어. 나도 앞으로 어머님 아버님께 더 잘하고, 당신 마음도 잘 챙겨 줄게.",47,pleasure
0,효자라는 칭찬을 들으니 정말 쑥스러운걸. 내가 별로 한 것도 없는데 뭘.,47,pleasure
1,당신이 늘 자주 연락드리고 마음 써 드린다는 거 잘 알아. 그런 당신 모습 보면서 나도 마음이 편안해.,47,pleasure
0,앞으로 장인 장모님도 더 살뜰히 챙겨 드릴게. 다음 주는 함께 두 분 찾아뵙도록 하자.,47,pleasure
1,"당신처럼 자상하고 믿음직한 남편이 있어서 정말 좋아. 평소에 말은 잘 못 하지만, 늘 고맙게 생각해.",47,pleasure
0,그건 나도 마찬가지야. 그럼 이따 저녁 먹고 출발할게. 당신도 저녁 잘 챙겨 먹어.,47,pleasure
0,여보 나 미국인 친구가 있어서 그런지 영어 실력이 많이 는 것 같아 너무 기쁘다.,48,pleasure
1,당신이 그렇게 좋아하는 모습을 보니 나도 기쁘네. 미국인 친구가 있기도 하지만 평소에 당신이 누구보다도 열심히 공부해서 결실을 이룬 거라 생각해. 뭐든 그렇게 꾸준히 하는 모습이 정말 자랑스럽다.,48,pleasure
0,당신이 내 노력을 인정해 주는 것 같아 정말 기뻐. 이제는 외국에 가서도 헤매지 않을 수 있을 것 같아 너무 기분이 좋다.,48,pleasure
1,외국에 가면 특히나 긴장돼서 말이 안 나오는데 이제 그런 걱정이 들지 않는다니 대단하다. 당신은 늘 자신감이 있으니 더 잘할 수 있을 거라 생각해.,48,pleasure
0,지금처럼 영어가 재미있었던 적도 없는 것 같아 너무 기뻐. 좋아하는 일을 맘껏 할 수 있을 것 같은 기대가 돼.,48,pleasure
1,당신이 책과 영화를 원어로 즐기는 날을 기다렸으니 나 같아도 기쁠 것 같아. 오랫동안 준비해왔던 것을 성취하는 기쁨이 가장 크니 당연히 그런 마음이 들 거야.,48,pleasure
0,이제 아이 영어 공부도 내가 도와줄 수 있을 것 같아 그것도 너무 기쁘다. 엄마와 함께하는 공부라니 나에게는 너무 의미 있는 일이거든.,48,pleasure
1,당신이 장모님과 함께 공부할 때 가장 행복하다고 했던 게 기억나. 아이도 당신과 함께 보내는 시간도 자연스럽게 많아지니 기쁠 것 같다. 눈 코틀새 없이 바쁜 날들을 보내면서도 모든 일을 척척 해내는 당신이 정말 대단하다고 느껴져.,48,pleasure
0,내가 이렇게 할 수 있었던 건 모두 당신 덕분인걸. 옆에서 항상 지지해 주고 응원해 주는 당신이 내 남편이라 정말 기쁘다.,48,pleasure
1,항상 내 편이 되어준 당신에게 힘이 되고 싶었는데 그런 것 같아 기분이 좋다. 매사에 포기하지 않고 노력하는 당신 모습에서 오히려 내가 배운 게 많아.,48,pleasure
0,왠지 내가 대단한 사람이 된 것만 같이 기쁜 마음이 들어. 더 많은 것에 도전해 보고 싶은 마음도 들고 말이야.,48,pleasure
1,사람은 끊임없이 도전하고 성취하면서 큰 기쁨을 얻는 것 같아. 당신이 예전부터 바라왔던 일들에 하나씩 도전하는 것도 좋을 것 같다.,48,pleasure
0,우선은 내 버킷리스트에서 영어 잘하기 항목을 완료했다는 것이 너무 기쁘다. 당신 말대로 앞으로 하나씩 더 지워갈 생각을 하니 너무 즐거워.,48,pleasure
1,이런 모습을 보니 나도 좀 더 내가 하고 싶은 것들을 열심히 해봐야겠다는 생각이 든다. 이번에도 무슨 도전이 됐든 간에 내가 곁에서 응원할게.,48,pleasure
0,그런 당신 모습을 보니 나도 더 열심히 해야겠다는 의지가 생기는 것 같아.,48,pleasure
0,"여보, 나 용산에 갔는데 오늘 진짜 횡재했어.",49,pleasure
1,문자만 읽어도 기분이 좋아보여. 무슨 좋은 일이야?,49,pleasure
0,용산으로 컴퓨터 부품 수리하러 갔거든. 갔는데 사고 싶었던 인터넷 공유기를 발견한 거야. 자세히 보니까 정가보다 훨씬 싸게 팔고 있길래 얼씨구나 바로 구매했지.,49,pleasure
1,공유기 오래 써서 바꿔야 한다고 말하더니 보는 순간 이거다 싶었겠네. 당신이 기분이 좋아 보이니 나도 덩달아 기분이 좋아지는걸.,49,pleasure
0,"응, 이번 달 내가 산 물건 중 가장 잘 샀어. 운이 정말 좋았다고 생각하니 날아갈 것만 같아. 기분이 좋아서 가뿐한 발걸음으로 집에 간다고.",49,pleasure
1,정말 그런 것 같네. 합리적인 소비를 하면 기분이 참 좋지. 당신 진짜 행복해 보여.,49,pleasure
0,꼭 사야 했지만 언제 살지 고민하던 제품이 내 눈앞에 나타나다니! 너무나도 합리적인 가격이라 사지 않을 수가 없었어. 신이 나를 도운 것이 아닐까!,49,pleasure
1,"그래, 당신의 절박함을 신이 알았나 보지. 당신의 빠른 판단으로 좋은 아이템을 산 것을 정말 축하해. 다음에도 그런 일이 일어나길 기도할게.",49,pleasure
0,"고마워, 세상을 내가 다 가진 것 같군. 인터넷 공유기 하나가 이렇게 내 기분을 바꾸어 놓다니. 역시 간절히 원하면 이루어지나봐.",49,pleasure
1,"그래, 사소한 것 하나도 행복한 당신이 정말 대단해. 어린 시절로 돌아간 듯한 당신이 정말 보기 좋아. 당신의 천진난만함에 나도 기분이 좋네.",49,pleasure
0,당신의 그런 칭찬을 들으니 기분이 더 좋아질 수밖에 없지. 난 소소한 행복에 귀 기울이면서 살고 싶어. 그걸 인정해 주는 것 같아서 기분이 더 좋구만.,49,pleasure
1,다들 더 큰 행복을 좇으려 하잖아. 하지만 소박한 당신을 보니 나를 돌아보기도 하고 그렇네. 역시 당신은 나에게 좋은 영향을 줘.,49,pleasure
0,내 가치관을 인정받은 느낌이라 더 좋군. 신도 인정한 행운의 공유기를 얼른 집으로 배송시켜주지. 내가 간다!,49,pleasure
1,"그래, 조심히 집으로 와. ",49,pleasure
0,"여보, 오늘 두 달 전에 잃어버렸던 이어폰을 찾았어. 정말 어찌나 기쁘던지 나도 모르게 환호가 나오더라.",50,pleasure
1,안 그래도 당신이 잃어버리고 정말 속상해했잖아. 당신이 기뻐하는 모습을 생각하니 나까지 기분이 좋아지네.,50,pleasure
0,아들이 아르바이트해서 첫 월급으로 사준 이어폰이라서 정말 의미 있는 물건이었거든. 이렇게 다시 찾게 될 거라 상상도 못 했어. 너무 기쁘고 신나네.,50,pleasure
1,그러게. 나도 이렇게 기쁜데 당신 마음은 오죽하겠어. 당신이 너무 좋아하니까 나까지 입가에 번지네. 찾아서 정말 다행이다.,50,pleasure
0,잃어버린 지 두 달이나 돼서 못 찾을 줄 알았는데 찾아서 정말 꿈만 같아. 너무 기쁘다. 아들한테 미안한 마음도 조금 덜었네. 앞으로는 정말 잘 챙겨야겠다는 교훈도 얻었고 말이야.,50,pleasure
1,당신은 항상 매사에 감사할 줄 아는 것 같아. 그런 당신을 보면서 나도 참 많이 배우게 되더라. 아이들도 당신을 닮아서 작은 것에도 감사할 줄 아는 사람으로 큰 것 같다.,50,pleasure
0,아침에 출근길에 이어폰이 없으니까 괜히 아쉬웠거든. 내일부터 다시 좋아하는 노래를 들으면 출근할 생각에 더 기쁘고 감사한 마음이 드는 것 같아.,50,pleasure
1,당신은 정말 긍정적이라는 생각이 들어. 항상 밝은 당신은 주변까지 좋은 기운을 전달하는 것 같아. 당신 덕분에 나도 오늘 기분이 좋아지네.,50,pleasure
0,아들에게 이어폰을 찾았다고 하니 기뻐하는 모습을 보니 정말 좋더라. 본인이 선물해 준 물건을 잃어버렸으면 서운할 법도 한데 아들의 모습을 보면서 기쁜 마음이 들었어.,50,pleasure
1,아이들이 당신을 닮아서 항상 상대방의 입장을 배려하는 것 같아. 당신이 항상 사랑으로 아이들을 기다려주고 이해해 줘서 그런 것 같다는 생각이 들어.,50,pleasure
0,기쁨은 나누면 배가 된다잖아. 당신에게 말하니 기쁨이 백배 천 배로 커진 것 같아. 나의 작은 기쁨을 함께 기뻐해 줘서 정말 고마워.,50,pleasure
1,당신의 작은 기쁨이 우리에겐 행복이네. 당신의 작은 일에도 감사하는 것을 보면서 나도 오늘도 그렇게 살아야겠다 다짐을 하게 되었어.,50,pleasure
0,당신이 따뜻하게 말해주니 정말 좋다. 잃어버렸던 이어폰이 우리의 하루를 더 기분 좋게 만들어주었네. 이렇게 기쁨이 커질 줄은 몰랐어.,50,pleasure
1,당신과 작은 것도 함께 공유하며 살 수 있어서 정말 좋은 것 같아. 나도 오늘 당신 덕분에 더 기분 좋은 하루를 보낼 수 있게 되었어.,50,pleasure
0,나도 그럴 것 같아. 정말 고마워. 나중에 또 소식 전할 게 여보. 좋은 하루 보내.,50,pleasure
0,드디어 임시직 계약 기간이 만료돼. 힘들었던 시간의 끝이 보이는 것 같아서 기뻐.,51,pleasure
1,"당신이 그동안 많이 힘들었을 텐데, 정말로 고생 많았어. 당신이 정말 자랑스럽다.",51,pleasure
0, 당신이 옆에서 응원해주고 격려해줘서 가능했어. 고생이 끝나가는 게 너무 좋다. 이제 정규직 전환할 수 있는 자격이 생기는 거라 더욱 기뻐.,51,pleasure
1,"당신이 애쓰는 모습 보는 게 안쓰럽기도 했는데, 기뻐하니까 나도 덩달아 좋다.",51,pleasure
0,1년이라는 시간을 어떻게 채울지 걱정이 많았어. 정규직 전환에 시험을 볼 수 있는 날이 길게만 느껴졌거든. 이제 조금만 더 하면 된다고 생각하니까 마음이 너무 편해진다.,51,pleasure
1,당신을 일터로 몰아낸 것 같아서 나도 마음이 좋지 않았어. 그래도 부족하다고 불평하지 않고 내 일처럼 열심히 해줘서 얼마나 고마운지 몰라. 그동안 표현하지 못했지만 당신에게 정말 고마워하고 있어.,51,pleasure
0,당신이 그렇게 말해주니까 내 기쁨이 더 커진다. 나도 당신이 알아줘서 노력하고 견딜 수 있었어. 나뿐만 아니라 당신도 함께 노력해줘서 고마워.,51,pleasure
1,하루하루 성실하게 일했잖아. 당신의 노력에 감동해서 나도 노력하지 않을 수 없었어. 힘들고 어려웠을 텐데 잘 견뎌줘서 너무 고마워.,51,pleasure
0,힘은 들었지만 당신이 응원해주며 함께 해서 행복한 순간이 더 많았어. 나 혼자만의 힘으로 될 수 있는 일이 아니었어.,51,pleasure
1,모든 일에 감사하고 만족하는 당신이 정말 고맙고 존경스러워. 당신이 내 곁에 있어서 얼마나 행복한지 몰라.,51,pleasure
0,당신이 있으니 나는 충분히 할 수 있어. 우리가 함께하면 뭐든 해낼 수 있을 거야. 그래서 앞으로 있을 정규직 시험도 자신이 있어.,51,pleasure
1,오늘 당신의 모습을 보니 행복에 겨워 눈물이 나려고 해.,51,pleasure
0,"우리 오늘을 기념하자, 당신 오늘 퇴근하고 일찍 들어올 수 있지? ",51,pleasure
1,물론이야. 오늘 이후로는 더 당신의 행복을 위해 나도 노력할게.,51,pleasure
0,"여보, 나 친구를 만나고 왔는데 생각보다 더 오랜 친구처럼 편안해서 좋은 시간이었어.",52,pleasure
1,당신이 오늘 온라인 친구를 만나고 온다고 했었지. 실제로 10년 동안 한 게임을 하면서 다져온 우정이 크기도 하잖아.,52,pleasure
0,만랩을 달성하기까지 서로 힘을 보태주고 밤새우며 함께 놀았지. 이런 의리가 현실에서도 잘 이어질 수 있다는 데 감동하기도 했어.,52,pleasure
1,나는 게임에 관해선 잘 모르지만 이렇게만 들어도 느껴지는 감동은 있는 것 같아. 당신이 좋은 시간을 보내고 온 것 같아 나도 마음이 좋다.,52,pleasure
0,사실 만나기로 결정했을 때 서로 어색하진 않을까 걱정이 많았거든. 그런데 내가 예상했던 이미지 그대로의 사람이 나와서 처음부터 웃을 수 있었던 것 같아.,52,pleasure
